id,age,ed,employ,address,income,debtinc,creddebt,othdebt,default
825,29,2,3,10,26.0,19.54,1.5037984,3.5766016,1
4066,55,1,34,27,170.5,18.48,2.2686048,29.2397952,0
4246,41,1,10,10,39.1,23.02,2.10619188,6.89462812,0
1139,26,2,2,4,20.3,7.63,0.4956448,1.0532452,0
2089,48,1,9,0,50.3,3.46,0.57606578,1.16431422,0
3430,54,1,1,1,21.4,0.61,0.04921358,0.08132642,1
4093,25,1,3,5,29.7,12.09,0.2872584,3.3034716,0
2287,22,1,0,0,17.5,6.72,0.455112,0.720888,0
323,31,2,10,7,42.3,7.84,1.45254816,1.86377184,0
770,40,3,17,10,117.5,6.01,2.2173895,4.8443605,0
4526,44,3,22,18,135.0,4.64,0.350784,5.913216,0
2486,43,1,10,23,25.9,1.78,0.09865828,0.36236172,0
616,25,4,0,5,16.5,8.54,0.479094,0.930006,0
2111,24,4,1,5,25.4,11.85,2.1731478,0.8367522,0
3584,35,2,8,6,38.3,9.25,2.03708125,1.50566875,0
1221,38,2,19,9,34.3,18.71,3.72858493,2.68894507,0
1800,37,2,15,3,115.4,8.11,3.275629,6.083311,0
2516,30,3,5,3,84.7,2.11,0.66304007,1.12412993,0
204,26,1,4,3,15.9,5.05,0.4207458,0.3822042,1
4960,46,3,10,24,31.7,6.17,1.06204827,0.89384173,0
1070,31,2,6,5,31.7,3.43,0.33597879,0.75133121,1
2769,27,2,2,5,19.6,11.01,0.81570888,1.34225112,0
3589,23,2,2,1,22.7,2.96,0.07458312,0.59733688,0
234,31,2,10,6,39.5,2.59,0.2823618,0.7406882,0
3429,51,1,13,17,51.9,3.42,0.58751838,1.18746162,0
883,34,1,15,4,41.1,6.45,0.4453596,2.2055904,0
3999,44,4,11,21,180.1,0.99,0.47427534,1.30871466,0
124,33,3,3,9,27.5,3.23,0.16787925,0.72037075,0
1605,37,4,11,5,76.1,3.32,1.04092624,1.48559376,0
4907,38,1,20,14,46.3,3.19,0.46524555,1.01172445,0
411,34,2,1,2,26.3,4.94,0.76783902,0.53138098,0
4077,38,1,5,2,40.8,21.8,1.9656624,6.9287376,1
4898,32,1,4,7,28.5,14.0,0.56658,3.42342,1
3839,37,1,2,3,28.3,15.5,1.614232,2.772268,1
2221,43,1,19,6,46.8,11.39,3.26227824,2.06824176,0
526,45,3,5,17,35.8,25.33,0.93401842,8.13412158,0
2581,36,3,7,7,25.3,10.42,1.3708552,1.2654048,0
4562,36,1,14,12,33.1,5.46,0.64880634,1.15845366,0
3614,24,2,3,0,18.3,9.09,0.61049349,1.05297651,0
2166,31,1,6,5,28.7,8.99,1.23588227,1.34424773,0
724,35,1,2,6,29.7,2.54,0.40434768,0.35003232,0
400,39,2,18,9,60.2,2.14,0.51273544,0.77554456,0
516,35,1,2,2,19.0,21.31,2.2390417,1.8098583,1
4441,32,2,5,13,35.6,6.89,0.7113236,1.7415164,0
3390,39,2,15,17,76.0,7.34,3.3079912,2.2704088,0
3108,30,4,6,5,46.9,12.71,2.63475758,3.32623242,0
1552,34,1,2,12,18.8,7.16,0.54650848,0.79957152,0
448,33,2,8,7,37.4,1.34,0.09421808,0.40694192,0
1675,34,3,8,13,53.4,15.27,2.26686204,5.88731796,0
1963,31,1,3,7,16.9,13.64,0.45181136,1.85334864,0
2102,44,1,25,2,165.0,5.87,2.770053,6.915447,0
700,25,1,4,6,22.1,10.4,0.9745216,1.3238784,1
2229,23,1,2,4,21.6,8.37,0.69424128,1.11367872,1
1197,41,1,20,16,96.9,11.89,3.98640786,7.53500214,0
250,28,2,0,9,18.3,19.25,2.1488775,1.3738725,1
129,25,1,1,0,16.6,8.12,0.58499728,0.76292272,1
3200,33,1,1,14,25.1,2.96,0.38113848,0.36182152,0
4563,24,2,3,3,31.8,15.28,1.20504192,3.65399808,1
4894,41,1,22,7,52.3,3.87,1.17190179,0.85210821,0
3877,31,2,6,8,47.2,6.64,1.91492288,1.21915712,1
368,39,1,1,4,26.1,21.96,3.64527216,2.08628784,1
307,34,1,15,2,76.8,24.71,8.61568512,10.36159488,1
2145,26,1,2,7,19.4,25.7,2.7621332,2.2236668,1
4615,46,5,5,17,23.9,23.24,1.68852544,3.86583456,0
1916,33,3,10,5,200.8,9.2,8.3685408,10.1050592,1
2045,45,1,17,18,58.0,12.94,4.6006876,2.9045124,0
844,23,1,4,3,18.8,9.29,0.98503728,0.76148272,0
2874,26,2,2,4,31.5,16.0,1.30536,3.73464,0
4811,37,1,4,17,29.5,5.15,0.7930485,0.7262015,0
3892,33,2,4,9,26.2,8.59,1.0915313,1.1590487,0
3591,26,1,4,1,21.3,18.73,0.39495951,3.59453049,1
1002,40,1,24,21,111.7,12.78,9.03623958,5.23902042,0
1972,33,3,5,0,35.3,16.91,1.65347671,4.31575329,1
3077,35,2,12,8,66.0,3.56,0.8012136,1.5483864,0
579,36,2,15,7,43.5,8.61,1.2659283,2.4794217,0
4055,39,1,10,12,29.4,4.33,0.2418738,1.0311462,0
3041,32,1,10,3,30.9,15.6,1.3882752,3.4321248,0
1412,37,2,0,3,21.7,5.29,0.13086402,1.01706598,0
4468,36,2,15,1,145.2,11.41,6.51095676,10.05636324,1
1451,41,2,22,9,46.1,11.21,1.1885963,3.9792137,0
3038,33,1,1,14,20.9,7.75,0.09880475,1.52094525,0
2949,30,2,7,11,29.8,3.34,0.45585656,0.53946344,0
2358,42,1,15,12,45.2,13.08,0.90456048,5.00759952,0
2115,26,1,7,6,29.1,5.0,0.993765,0.461235,1
3046,37,1,17,5,72.5,13.55,0.746605,9.077145,1
1594,29,1,0,10,37.6,24.47,6.06327448,3.13744552,1
4574,32,3,1,3,23.7,8.64,0.56720736,1.48047264,0
2691,28,1,2,2,30.3,0.7,0.0973539,0.1147461,0
1371,36,2,5,7,54.5,8.08,1.7790544,2.6245456,0
4729,24,1,6,5,21.5,3.15,0.13612725,0.54112275,0
986,42,2,19,0,100.0,1.24,0.16244,1.07756,0
1321,45,2,0,10,26.5,12.83,0.47939295,2.92055705,1
983,35,1,8,7,27.5,4.68,0.366795,0.920205,0
3275,43,2,14,18,102.0,3.28,1.120776,2.224824,0
1538,35,3,5,0,64.3,4.1,1.3603308,1.2759692,1
247,33,1,0,2,26.9,14.4,0.6740064,3.1995936,0
3447,48,4,7,9,129.4,11.03,10.9187073,3.3541127,1
2012,41,2,0,18,22.1,3.79,0.16835559,0.66923441,0
1643,29,1,10,0,25.7,9.85,1.6454425,0.8860075,0
28,32,4,6,12,18.7,11.7,1.0567557,1.1311443,0
2782,35,2,12,14,63.5,7.06,2.151888,2.331212,0
3475,38,1,15,16,47.2,4.51,0.40871424,1.72000576,0
1098,26,1,9,2,31.1,7.04,0.52108672,1.66835328,0
4425,25,1,1,2,15.1,18.98,1.10913426,1.75684574,1
4697,31,1,1,9,18.9,14.65,1.273671,1.495179,0
2274,45,1,12,5,40.6,3.3,0.7931616,0.5466384,0
787,34,1,11,3,26.4,5.19,0.33431904,1.03584096,0
3468,24,3,1,2,21.8,26.67,0.9302496,4.8838104,1
112,39,1,17,4,40.9,5.84,1.18472576,1.20383424,0
1880,39,3,17,2,183.9,6.29,2.46383703,9.10347297,0
4927,33,2,13,2,63.2,0.75,0.250272,0.223728,0
3123,41,1,25,20,88.0,4.1,1.049928,2.558072,0
4298,27,2,3,0,20.3,6.75,0.559062,0.811188,0
1601,34,3,11,15,83.8,23.71,6.41768054,13.45129946,1
55,30,1,1,10,18.8,4.21,0.1662108,0.6252692,1
1097,38,4,15,7,51.2,10.38,3.07713024,2.23742976,0
2473,41,2,0,17,17.5,10.66,0.5913635,1.2741365,0
591,28,1,9,1,39.8,15.75,2.75814,3.51036,1
4313,32,1,2,7,19.5,1.14,0.0875862,0.1347138,0
4403,39,1,10,6,101.5,0.58,0.2443105,0.3443895,0
350,36,2,0,6,47.8,4.07,0.25096434,1.69449566,0
10,34,3,7,12,33.8,10.71,1.42265214,2.19732786,0
132,34,4,6,3,92.3,35.34,6.78471456,25.83410544,1
4945,37,2,8,18,66.2,3.7,0.4923294,1.9570706,0
959,30,4,0,5,18.7,21.52,1.00606,3.01818,1
839,26,5,0,0,25.9,9.25,0.75945275,1.63629725,1
4339,37,1,17,9,51.1,14.61,1.32889638,6.13681362,0
768,31,2,1,7,15.6,3.07,0.1628328,0.3160872,0
4237,55,1,20,35,55.8,8.28,1.0626552,3.5575848,0
4277,32,1,5,0,22.7,12.19,0.40123385,2.36589615,1
3189,34,2,8,12,36.6,13.31,1.01813514,3.85332486,0
2330,31,4,7,5,29.6,2.56,0.17731584,0.58044416,0
1353,45,4,18,26,194.6,6.66,6.53202144,6.42833856,0
1354,29,1,1,2,17.2,3.92,0.35465024,0.31958976,1
1405,44,4,8,18,45.3,7.49,1.9679226,1.4250474,0
4745,21,2,0,0,19.1,13.08,0.35475576,2.14352424,0
1719,50,1,21,7,74.4,5.64,1.06582464,3.13033536,0
3662,28,3,1,5,19.8,11.82,0.69742728,1.64293272,1
3269,41,1,6,13,21.6,6.97,0.10689192,1.39862808,0
4128,44,2,10,17,47.7,8.15,1.32565455,2.56189545,0
2317,30,2,10,3,38.9,15.07,3.10111967,2.76111033,1
654,47,2,17,9,118.3,20.83,5.34729013,19.29459987,1
1349,26,4,1,0,33.0,12.78,0.3289572,3.8884428,1
2595,32,1,7,11,21.5,8.36,0.1330076,1.6643924,0
2623,30,1,14,7,29.3,29.04,6.00715632,2.50156368,1
4177,48,2,27,1,147.5,8.67,6.342972,6.445278,0
4241,29,2,0,1,21.1,8.28,0.3144744,1.4326056,1
1016,49,1,4,19,26.2,14.29,0.8423955,2.9015845,0
2242,41,2,16,8,40.8,18.71,3.56492856,4.06875144,0
3954,47,1,24,5,50.4,11.83,2.79036576,3.17195424,0
4376,37,1,5,8,19.3,16.08,0.97448016,2.12895984,1
3311,42,1,6,18,42.4,16.88,2.04693632,5.11018368,0
797,33,1,2,9,24.7,3.26,0.17473274,0.63048726,0
4349,27,1,6,0,18.9,41.71,1.89984879,5.98334121,1
2651,29,4,4,4,118.7,10.23,6.10793403,6.03507597,0
3972,41,4,15,8,117.2,14.79,5.8935192,11.4403608,0
1130,27,3,4,0,18.4,5.45,0.1815068,0.8212932,0
4424,26,3,0,5,23.6,10.95,0.0749418,2.5092582,1
2931,28,2,2,5,16.6,6.36,0.1002972,0.9554628,0
1577,31,1,5,9,31.2,9.13,1.06821,1.78035,0
1645,54,1,5,31,57.6,26.38,2.5831296,12.6117504,1
1769,37,2,2,9,24.0,8.51,1.0906416,0.9517584,0
1857,32,1,5,11,24.2,13.31,0.94375886,2.27726114,0
2741,31,1,2,4,22.2,17.91,0.70773156,3.26828844,0
3848,40,1,18,1,66.9,8.72,1.11423288,4.71944712,0
651,48,2,12,11,56.7,14.51,5.11729974,3.10987026,0
3263,49,2,14,26,90.4,20.16,5.26692096,12.95771904,0
3636,36,1,20,5,62.4,9.15,0.9649224,4.7446776,0
2649,27,1,1,7,20.6,3.18,0.3242646,0.3308154,0
2859,36,1,7,8,38.3,6.93,0.36362403,2.29056597,0
3577,49,2,13,8,88.7,4.78,0.21623286,4.02362714,0
933,37,4,11,9,54.3,21.88,1.87717272,10.00366728,0
1706,46,3,24,6,84.9,13.46,2.61690666,8.81063334,0
4357,31,2,8,8,41.2,14.59,2.1339334,3.8771466,1
4644,36,1,4,11,21.3,30.57,1.87528608,4.63612392,0
3688,40,4,7,21,18.8,12.23,0.86911272,1.43012728,0
1226,38,1,7,15,30.6,20.35,1.1333322,5.0937678,0
450,29,2,1,7,48.2,4.2,0.8522724,1.1721276,1
4129,33,1,6,2,27.3,5.31,0.66248091,0.78714909,0
2116,49,1,2,11,26.3,4.65,0.3155211,0.9074289,0
272,46,1,27,15,77.7,23.99,2.75875404,15.88147596,0
2163,36,2,14,15,73.3,11.49,1.45703541,6.96513459,0
1486,23,1,1,1,18.3,42.26,4.66334874,3.07023126,1
3817,35,3,9,5,34.2,6.95,1.2288573,1.1480427,0
4922,38,3,6,4,83.7,9.21,1.93490127,5.77386873,0
4179,33,2,10,4,37.3,24.29,3.9864748,5.0736952,1
1502,28,1,5,7,32.0,13.57,1.1854752,3.1569248,0
380,23,1,7,3,29.4,3.86,0.23037252,0.90446748,0
2397,30,1,13,0,35.2,4.98,0.53289984,1.22006016,0
131,39,2,9,1,74.5,11.0,1.434125,6.760875,1
4346,46,1,15,17,45.1,3.67,0.30951679,1.34565321,0
437,30,1,7,5,22.5,15.09,0.4821255,2.9131245,0
4457,43,1,2,1,26.0,19.92,1.1601408,4.0190592,1
4549,45,1,9,6,25.5,2.65,0.032436,0.643314,0
500,29,1,8,8,29.0,14.54,1.1216156,3.0949844,0
3201,30,1,9,3,30.9,12.0,0.789804,2.918196,0
2794,29,1,10,10,26.2,8.04,0.2527776,1.8537024,0
1473,51,3,7,4,22.0,7.6,0.203984,1.468016,0
4739,33,1,7,7,34.3,9.11,0.61244708,2.51228292,0
1555,41,1,15,4,49.1,2.31,0.69980757,0.43440243,0
639,51,1,10,1,35.4,14.8,1.1473848,4.0918152,1
469,36,1,19,14,90.4,2.27,0.17853096,1.87354904,0
3669,48,1,23,7,78.5,2.9,1.0358075,1.2406925,0
1574,44,2,14,7,96.9,12.16,7.52936256,4.25367744,0
3681,31,4,8,12,105.0,14.02,5.8884,8.8326,1
1452,30,2,0,9,20.0,4.62,0.265188,0.658812,1
253,39,2,1,6,35.8,4.58,0.54600012,1.09363988,0
2843,33,2,5,9,40.5,1.73,0.19828395,0.50236605,0
991,32,2,7,6,29.7,14.05,1.35617625,2.81667375,1
954,35,3,5,14,36.7,4.25,0.4273715,1.1323785,0
564,35,3,7,5,63.8,1.68,0.46946592,0.60237408,0
553,33,2,8,2,34.3,5.69,0.85092812,1.10074188,1
2771,26,1,9,2,31.5,17.97,3.7019997,1.9585503,0
2735,48,3,6,25,30.9,6.11,0.78162786,1.10636214,0
3079,29,2,4,7,13.7,5.73,0.1884024,0.5966076,0
423,32,2,2,13,27.0,8.32,0.6042816,1.6421184,0
1812,23,1,4,2,16.5,17.82,0.9614781,1.9788219,0
1770,28,1,7,3,23.6,11.42,0.02964632,2.66547368,1
3379,22,1,6,0,19.7,2.05,0.07309685,0.33075315,0
3474,29,4,0,9,36.8,9.43,2.04050112,1.42973888,0
801,29,1,1,7,23.4,3.92,0.08347248,0.83380752,0
2654,31,1,2,10,33.1,3.86,0.29002882,0.98763118,0
4316,25,1,7,1,50.2,16.66,1.24613468,7.11718532,1
4262,42,4,6,15,41.6,3.99,0.2406768,1.4191632,0
4853,30,2,11,8,45.3,2.22,0.03117546,0.97448454,0
3469,27,1,10,8,28.1,11.23,1.7987091,1.3569209,0
3595,24,1,3,5,20.8,11.86,1.63307456,0.83380544,1
1401,34,2,14,9,33.3,6.41,0.32231403,1.81221597,0
4600,34,4,1,3,33.7,4.88,0.25819592,1.38636408,0
813,34,2,1,8,34.8,13.14,0.53043552,4.04228448,0
3665,38,2,14,2,40.7,13.94,3.27365566,2.39992434,1
1932,44,1,15,0,94.0,5.34,1.455684,3.563916,0
4973,32,1,7,12,34.6,14.79,1.79618634,3.32115366,0
2165,30,1,5,1,28.6,8.35,0.5062772,1.8818228,0
3945,40,3,16,16,87.7,17.46,1.66905378,13.64336622,0
3993,22,2,0,1,28.9,11.26,0.62154074,2.63259926,1
4235,42,1,1,21,23.0,5.63,0.5063059,0.7885941,0
2825,37,3,0,12,27.0,1.16,0.1359288,0.1772712,0
2386,39,2,12,13,63.1,10.66,1.19058342,5.53587658,0
1192,35,1,17,4,38.3,28.43,0.74043092,10.14825908,0
3553,33,2,10,11,40.8,8.18,1.71544416,1.62199584,0
3796,22,1,1,1,18.5,17.9,0.2682315,3.0432685,0
1255,40,2,17,6,74.3,4.38,2.54163954,0.71270046,0
3261,26,3,4,0,49.7,8.25,2.90707725,1.19317275,1
3982,32,2,8,3,46.8,3.49,0.20089836,1.43242164,0
101,33,1,3,14,24.1,1.96,0.17052196,0.30183804,0
4435,37,1,2,0,24.1,15.29,1.15337057,2.53151943,0
1306,26,1,8,0,27.5,5.29,0.762289,0.692461,0
3585,23,1,0,2,19.1,14.62,0.89915924,1.89326076,1
1778,40,1,6,10,23.1,22.92,1.71012996,3.58439004,0
3055,29,3,5,10,37.0,3.62,0.7473852,0.5920148,0
635,38,2,10,6,63.2,6.99,0.61405752,3.80362248,0
3377,30,2,4,3,37.9,17.46,0.13896414,6.47837586,0
1036,36,2,13,7,57.4,13.59,6.14692008,1.65373992,1
4472,21,1,4,2,22.4,9.55,0.406448,1.732752,0
984,24,4,1,4,28.6,5.83,0.55690492,1.11047508,0
3236,42,2,18,7,52.4,2.34,0.07479576,1.15136424,0
556,31,1,6,9,30.0,1.02,0.08262,0.22338,0
1144,29,2,10,8,38.9,6.24,0.60441264,1.82294736,0
1475,44,1,4,16,25.1,21.28,0.8278984,4.5133816,1
2606,42,1,3,16,24.5,4.87,0.4987367,0.6944133,0
3172,34,3,4,14,47.3,3.78,0.73841922,1.04952078,0
1343,42,1,19,21,39.1,6.77,1.59883028,1.04823972,0
3513,35,2,9,9,36.0,1.51,0.0385956,0.5050044,0
2757,29,1,1,6,15.8,7.78,0.52119776,0.70804224,1
192,25,3,0,0,19.3,17.38,0.17107134,3.18326866,0
3125,29,1,6,1,28.3,7.49,1.22728893,0.89238107,0
4754,46,1,3,12,27.2,8.81,0.28036944,2.11595056,0
2509,52,1,33,20,324.6,5.08,11.97150768,4.51817232,0
4844,32,1,1,1,17.9,3.69,0.12483639,0.53567361,1
2048,36,1,17,4,35.0,29.27,4.446113,5.798387,1
18,23,1,5,3,20.6,6.99,0.31534686,1.12459314,0
861,27,1,6,8,21.3,12.12,1.7296452,0.8519148,0
50,47,1,4,2,26.6,6.64,1.08093888,0.68530112,0
2763,33,1,3,4,19.5,1.79,0.0495651,0.2994849,0
1101,45,2,25,9,150.9,10.19,1.33777377,14.03893623,0
1241,49,1,31,12,132.9,16.05,2.3890104,18.9414396,0
2046,32,2,10,1,132.5,3.72,3.479874,1.449126,0
508,27,2,6,1,60.4,13.34,3.85141808,4.20594192,1
4813,40,2,18,1,48.5,6.29,0.78401705,2.26663295,0
4516,33,2,0,7,18.0,7.21,0.2102436,1.0875564,1
1147,42,2,19,8,83.5,10.24,3.0097408,5.5406592,1
1003,36,1,17,10,67.1,3.27,1.24409439,0.95007561,0
4192,34,2,15,11,40.5,10.25,1.94693625,2.20431375,0
4229,29,2,7,1,24.5,10.89,0.7844067,1.8836433,0
4181,36,2,16,6,101.5,6.33,3.2510247,3.1739253,0
905,35,1,8,8,24.8,16.92,0.48675456,3.70940544,0
391,32,1,0,7,14.2,10.65,0.4612515,1.0510485,1
3582,29,3,0,10,21.8,21.69,2.37839526,2.35002474,1
2903,41,4,12,10,54.3,4.43,0.08900313,2.31648687,0
3899,38,1,17,11,73.3,28.6,8.3435924,12.6202076,1
3157,34,2,14,3,29.1,28.05,1.0448064,7.1177436,0
1409,40,1,15,16,51.7,31.5,4.6413675,11.6441325,1
444,23,1,5,4,20.4,11.19,1.10942136,1.17333864,0
4453,37,2,5,8,27.3,3.88,0.2065518,0.8526882,1
4307,34,2,9,4,43.7,3.81,0.50615088,1.15881912,0
2779,34,1,14,12,60.2,6.94,2.5276174,1.6502626,0
2701,28,1,10,5,33.1,8.57,1.37294828,1.46372172,1
1973,46,3,16,16,53.7,8.33,0.88569558,3.58751442,0
1033,29,4,4,4,15.5,4.82,0.1651091,0.5819909,0
4023,32,2,11,0,40.9,2.04,0.4505544,0.3838056,0
4767,31,1,8,4,31.9,3.26,0.37333846,0.66660154,0
1917,23,3,0,3,28.6,4.75,0.2377375,1.1207625,0
4444,51,1,6,2,36.1,2.79,0.35050212,0.65668788,0
3810,23,1,7,1,21.4,16.4,0.6036512,2.9059488,1
1614,34,1,6,1,25.1,18.14,1.88044682,2.67269318,1
2910,27,1,0,2,21.4,2.2,0.1054592,0.3653408,1
1312,49,2,20,23,146.2,14.48,3.89523584,17.27452416,0
523,41,1,0,14,21.0,10.4,0.683592,1.500408,0
638,22,2,1,2,22.4,7.45,0.1735552,1.4952448,1
4361,36,1,4,9,19.3,16.5,1.706892,1.477608,1
2534,22,1,1,0,25.0,22.37,1.63301,3.95949,1
255,30,3,5,2,22.3,2.89,0.23780943,0.40666057,0
2403,32,1,10,13,34.8,9.44,1.12022592,2.16489408,0
2747,40,1,2,13,22.3,20.11,2.690718,1.793812,1
800,38,1,7,7,24.9,11.04,1.55866032,1.19029968,0
3659,42,3,17,16,70.8,7.12,0.19659744,4.84436256,0
169,38,2,12,4,63.9,18.77,5.76912843,6.22490157,1
2708,43,1,21,11,77.2,3.31,0.95057904,1.60474096,0
2679,36,1,13,11,42.0,2.7,0.343602,0.790398,0
3911,37,1,6,14,33.3,3.04,0.61953984,0.39278016,0
3845,29,1,8,3,25.7,16.87,0.83676887,3.49882113,1
3488,50,3,23,25,72.7,10.85,0.4890529,7.3988971,0
276,45,4,7,0,152.7,13.76,9.2450688,11.7664512,1
4251,33,1,16,4,36.7,23.76,0.79351272,7.92640728,0
4511,27,3,4,2,28.0,8.36,0.5664736,1.7743264,0
2211,38,1,18,13,51.7,9.85,0.6416487,4.4508013,0
2554,40,1,2,8,31.6,21.65,3.694356,3.147044,0
4527,42,3,13,3,58.1,8.62,1.00665222,4.00156778,1
1260,31,1,7,10,22.2,20.61,2.6308665,1.9445535,0
2267,49,1,7,8,36.8,24.87,3.889668,5.262492,0
100,25,1,6,2,28.0,6.47,1.0833368,0.7282632,0
4872,36,4,2,9,36.3,10.46,1.73901684,2.05796316,0
322,38,3,11,8,45.3,11.12,1.67744088,3.35991912,0
3637,33,1,4,11,20.2,3.2,0.2579136,0.3884864,0
930,31,1,9,8,37.5,16.22,1.82475,4.25775,0
3791,34,1,13,8,47.1,12.08,2.41242432,3.27725568,0
4016,36,2,9,11,60.0,14.84,5.191032,3.712968,0
1647,32,1,5,1,15.5,2.38,0.0103292,0.3585708,1
379,54,1,16,16,42.6,14.85,2.087613,4.238487,0
3116,47,1,0,19,16.4,21.64,1.33086,2.2181,0
632,25,2,1,6,31.0,11.94,0.4959876,3.2054124,1
2725,40,2,0,9,26.1,5.98,0.32620302,1.23457698,0
4033,39,2,8,0,25.8,20.82,2.66966532,2.70189468,1
3373,31,1,12,11,44.2,9.32,1.12872656,2.99071344,0
1768,46,1,23,6,53.6,4.35,1.154142,1.177458,0
4094,39,2,4,0,37.5,2.81,0.3772425,0.6765075,0
1381,25,1,2,5,18.2,19.34,1.21787848,2.30200152,0
1591,31,1,1,11,15.5,18.4,1.856652,0.995348,1
4570,39,1,23,15,68.5,4.74,0.6948366,2.5520634,0
2011,35,2,0,14,30.9,14.6,0.338355,4.173045,0
4061,29,1,2,7,28.1,10.26,0.9658251,1.9172349,0
1584,44,1,15,2,42.4,8.67,1.57336224,2.10271776,0
2034,31,1,2,11,17.6,11.11,0.86426912,1.09109088,1
2995,41,2,15,15,29.6,4.25,0.07548,1.18252,0
2802,37,1,5,5,38.7,5.47,0.64353456,1.47335544,0
2670,33,1,16,6,59.4,5.95,1.8413703,1.6929297,0
